id_hotel,nombre,suburbio,barrio,ciudad,ciudad_geopy,estado,region,pais,codigo_postal,latitud,longitud,direccion_formateada,url_1,url_2,url_3,url_4,url_5,url_6,url_7,url_8,url_9,url_10,dominio_1,dominio_2,dominio_3,dominio_4,dominio_5,dominio_6,dominio_7,dominio_8,dominio_9,dominio_10,geosource,fuente_geodata
10114350417,Hotel Tranquilo,,,,,,,Nicaragua,,12.3678219,-87.0315993,,,,,,,,,,,,,,,,,,,,,,,
10126695166,Posada La Viña,,,,,,,Nicaragua,,11.854805,-86.2374119,,,,,,,,,,,,,,,,,,,,,,,
10173697917,Hotel Yavo,,,,,,,Nicaragua,,12.9203261,-85.9242592,,,,,,,,,,,,,,,,,,,,,,,
10173697918,Hotel Yali,,,,,,,Nicaragua,,13.3033991,-86.186721,,,,,,,,,,,,,,,,,,,,,,,
10296278877,Quinta Reyes,,,,,,,Nicaragua,,12.9543777,-85.9119862,,,,,,,,,,,,,,,,,,,,,,,
10582653405,El Espino,,,,,,,Nicaragua,,11.8899496,-85.9132894,,,,,,,,,,,,,,,,,,,,,,,
10647915370,,,,,,,,Nicaragua,,13.0949641,-86.0006446,,,,,,,,,,,,,,,,,,,,,,,
10647947071,Hospedaje El Campero,,,,,,,Nicaragua,,13.0939392,-85.9999816,,,,,,,,,,,,,,,,,,,,,,,
10757744492,Hotel Richar-son,,,,,,,Nicaragua,,11.0184812,-84.3966277,,,,,,,,,,,,,,,,,,,,,,,
10757759109,Hotelito San José,,,,,,,Nicaragua,,11.0184982,-84.3962647,,,,,,,,,,,,,,,,,,,,,,,
10759456964,Hotel Luna del Rio,,,,,,,Nicaragua,,11.019872,-84.3969284,,,,,,,,,,,,,,,,,,,,,,,
10759489249,Hotel Tropical,,,,,,,Nicaragua,,11.0193901,-84.3961159,,,,,,,,,,,,,,,,,,,,,,,
10827313447,SOLID Surfcamp,,,,,,,Nicaragua,,12.0551676,-86.7066461,,,,,,,,,,,,,,,,,,,,,,,
10836963015,Hotel Los Altos,,,,,,,Nicaragua,,13.0917573,-86.3554841,,,,,,,,,,,,,,,,,,,,,,,
10836963016,Finca Lindos Ojos,,,,,,,Nicaragua,,13.2419833,-86.2558655,,https://www.finca-lindos-ojos.com/,,,,,,,,,,www.finca-lindos-ojos.com,,,,,,,,,,,
10836973752,Melody 78 Hostel & Suites,,,,,,,Nicaragua,,13.0889358,-86.3568574,,https://www.facebook.com/Melody78Esteli/,,,,,,,,,,www.facebook.com,,,,,,,,,,,
10867946105,Hospedaje Coffee & Cocktails,,,,,,,Nicaragua,,13.0959332,-86.355609,,,,,,,,,,,,,,,,,,,,,,,
10879308731,Hotel TICABUS,,,,,,,Nicaragua,,12.1436615,-86.2802155,,,,,,,,,,,,,,,,,,,,,,,
10896079494,Hostal Casa Vieja,,,,,,,Nicaragua,,12.9269017,-85.9195206,,,,,,,,,,,,,,,,,,,,,,,
10896079501,Hotel Casa Celebertti,,,,,,,Nicaragua,,12.9230499,-85.9180158,,,,,,,,,,,,,,,,,,,,,,,
10951039505,Perez Gadea,,,,,,,Nicaragua,,13.1010276,-86.3371448,,,,,,,,,,,,,,,,,,,,,,,
11067990184,Red Pepper Popoyo,,,Popoyo,,,,Nicaragua,,11.4657347,-86.1156954,,https://www.redpepperpopoyo.com/,,,,,,,,,,www.redpepperpopoyo.com,,,,,,,,,,,
11068021223,99 Surf Lodge,,,,,,,Nicaragua,,11.4501258,-86.0969838,,,,,,,,,,,,,,,,,,,,,,,
11068053637,NicaWaves,,,,,,,Nicaragua,,11.4593526,-86.0996506,,,,,,,,,,,,,,,,,,,,,,,
11068055027,Breaks Lodge at Finca Popoyo,,,,,,,Nicaragua,,11.4604707,-86.110578,,,,,,,,,,,,,,,,,,,,,,,
11128974000,Los Volcanes Playa El Coco,,,,,,,Nicaragua,,11.1612159,-85.803172,,,,,,,,,,,,,,,,,,,,,,,
11133599934,Selvista Guesthouses,,,,,,,Nicaragua,,11.4882645,-85.5070438,,,,,,,,,,,,,,,,,,,,,,,
11150665193,Casa Calala,,,Granada,,,,Nicaragua,,11.9338294,-85.9542771,,,,,,,,,,,,,,,,,,,,,,,
11150720647,Hotel El Maltese,,,Granada,,,,Nicaragua,,11.9290505,-85.9423185,,,,,,,,,,,,,,,,,,,,,,,
11150731701,El Arca de Noe,,,Granada,,,,Nicaragua,,11.9315257,-85.9567743,,,,,,,,,,,,,,,,,,,,,,,
11150763329,Rouge by La Gran Francia,,,Granada,,,,Nicaragua,,11.9292488,-85.9522147,,,,,,,,,,,,,,,,,,,,,,,
11150810706,Backpackers Inn,,,Granada,,,,Nicaragua,,11.9288987,-85.9572632,,,,,,,,,,,,,,,,,,,,,,,
11150859889,Zopango Orchid Island,,,Granada,,,,Nicaragua,,11.8846881,-85.9013374,,,,,,,,,,,,,,,,,,,,,,,
11150926290,Boutique Hotel Maharaja,,,Granada,,,,Nicaragua,,11.9301791,-85.9489498,,,,,,,,,,,,,,,,,,,,,,,
11150939613,Hotel La Polvora,,,Granada,,,,Nicaragua,,11.9290973,-85.9637126,,,,,,,,,,,,,,,,,,,,,,,
11151025403,Soma Boutique Hotel,,,Moyogalpa,,,,Nicaragua,,11.5452948,-85.6965405,,,,,,,,,,,,,,,,,,,,,,,
11151053421,Hostal Nathaly,,,La Paloma,,,,Nicaragua,,11.5267335,-85.7041247,,,,,,,,,,,,,,,,,,,,,,,
11151126464,El Zopilote,,,,,,,Nicaragua,,11.4882511,-85.5313722,,,,,,,,,,,,,,,,,,,,,,,
11186639579,Villa Noche,,,,,,,Nicaragua,,11.2587543,-85.8842968,,,,,,,,,,,,,,,,,,,,,,,
11186640176,Nuestra Casa,,,,,,,Nicaragua,,11.2554918,-85.8714981,,,,,,,,,,,,,,,,,,,,,,,
11186647800,Arte-Sano Cafe,,,,,,,Nicaragua,,11.2905679,-85.9048229,,,,,,,,,,,,,,,,,,,,,,,
11186735043,TreeCasa Hotel & Resort Nicaragua,,,,,,,Nicaragua,,11.2835275,-85.8727819,,,,,,,,,,,,,,,,,,,,,,,
11186762561,Eden On The Chocolata,,,,,,,Nicaragua,,11.2752791,-85.8851859,,,,,,,,,,,,,,,,,,,,,,,
11188998149,Villas Playa Maderas,,,,,,,Nicaragua,,11.2944471,-85.9104464,,,,,,,,,,,,,,,,,,,,,,,
11189025138,Casa Marimba,,,Catarina,,,,Nicaragua,,11.9402351,-86.0481806,,,,,,,,,,,,,,,,,,,,,,,
11189038275,Hotel Ivania's,,,,,,,Nicaragua,,11.976576,-86.0907641,,,,,,,,,,,,,,,,,,,,,,,
11191438982,Las Dunas Surf Resort,,,,,,,Nicaragua,,12.6459421,-87.3630296,,,,,,,,,,,,,,,,,,,,,,,
11191446920,Hotel de Campo Apastepe,,,,,,,Nicaragua,,12.6092276,-87.0754819,,,,,,,,,,,,,,,,,,,,,,,
11191485945,Hotel Boutique Adela,,,,,,,Nicaragua,,11.9316897,-85.9507577,,,,,,,,,,,,,,,,,,,,,,,
11209083564,Lakeview Granada Hotel Boutique,,,Granada,,,,Nicaragua,,11.9029578,-85.94336,,https://lakeviewgranada.com/,,,,,,,,,,lakeviewgranada.com,,,,,,,,,,,
11211112088,Isleta Piel Dorada,,,,,,,Nicaragua,,11.8873249,-85.9124784,,,,,,,,,,,,,,,,,,,,,,,
11258941837,Hotel Agua del Arenal,,,,,,,Nicaragua,,13.0274943,-85.9032716,,,,,,,,,,,,,,,,,,,,,,,
11300667672,,,,,,,,Nicaragua,,11.1220595,-84.7774116,,,,,,,,,,,,,,,,,,,,,,,
11300667674,,,,,,,,Nicaragua,,12.102202,-85.3678217,,,,,,,,,,,,,,,,,,,,,,,
11300670969,,,,,,,,Nicaragua,,11.1227238,-84.7765559,,,,,,,,,,,,,,,,,,,,,,,
11300672169,,,,,,,,Nicaragua,,11.1266381,-84.777722,,,,,,,,,,,,,,,,,,,,,,,
11369854169,Somoto's hostal,,,,,,,Nicaragua,,13.4867763,-86.5843237,,,,,,,,,,,,,,,,,,,,,,,
11455597970,,,,,,,,Nicaragua,,11.4368333,-85.829116,,,,,,,,,,,,,,,,,,,,,,,
11455598271,,,,,,,,Nicaragua,,12.1252511,-86.2415623,,,,,,,,,,,,,,,,,,,,,,,
11457297069,Hotelito Jardin de Italia,,,,,,,Nicaragua,,12.1442173,-86.2794577,,,,,,,,,,,,,,,,,,,,,,,
11487342069,Nayal Lodge,,,,,,,Nicaragua,,12.3704052,-87.0343644,,,,,,,,,,,,,,,,,,,,,,,
11536740069,,,,,,,,Nicaragua,,12.14432,-86.2805493,,,,,,,,,,,,,,,,,,,,,,,
11536740070,,,,,,,,Nicaragua,,12.1437059,-86.2797819,,,,,,,,,,,,,,,,,,,,,,,
11704204192,Hotel Azul,,,,,,,Nicaragua,,11.882566,-86.2359771,,,,,,,,,,,,,,,,,,,,,,,
11711798606,Casa de Los Cocos,,,,,,,Nicaragua,,12.0554273,-86.706139,,https://www.casadeloscocos.com,,,,,,,,,,www.casadeloscocos.com,,,,,,,,,,,
11776391669,Hotel Saint Tropez (Casares)- Hotel El Casino.,,,,,,,Nicaragua,,11.6466314,-86.3586072,,,,,,,,,,,,,,,,,,,,,,,
11908244169,Hotel Esperanza,,,,,,,Nicaragua,,13.086672,-86.3523293,,,,,,,,,,,,,,,,,,,,,,,
11990314952,Hotel Prueba,,,,,,,Nicaragua,,11.1318322,-84.7748105,,,,,,,,,,,,,,,,,,,,,,,
11991266296,Hospedaje Bananas,,,,,,,Nicaragua,,11.5601063,-85.5644085,,,,,,,,,,,,,,,,,,,,,,,
12100970788,Villalobos Hotel Managua,,,,,,,Nicaragua,,12.1322416,-86.2525875,,,,,,,,,,,,,,,,,,,,,,,
12113396264,Waves & Wifi,,,Tola,,,,Nicaragua,,11.4729069,-86.1244013,,https://wavesandwifi.co/,,,,,,,,,,wavesandwifi.co,,,,,,,,,,,
12154002601,Hotel Al Sole,,,,,,,Nicaragua,,12.4373932,-86.8884643,,,,,,,,,,,,,,,,,,,,,,,
12161199301,Ometepe House,,,,,,,Nicaragua,,11.5385681,-85.6990501,,,,,,,,,,,,,,,,,,,,,,,
12177630301,Salty Surf,,,,,,,Nicaragua,,11.4489762,-86.0949556,,,,,,,,,,,,,,,,,,,,,,,
12376840201,Hostal Finca Monte Sion,,,,,,,Nicaragua,,11.8849255,-86.0588091,,,,,,,,,,,,,,,,,,,,,,,
12434247143,Gravity House Nic,,,,,,,Nicaragua,,11.2560232,-85.8722506,,,,,,,,,,,,,,,,,,,,,,,
12564170985,Surf & Yoga Retreats Nicaragua,,,,,,,Nicaragua,,11.4727515,-86.1259024,,https://surfnyoganicaragua.com,,,,,,,,,,surfnyoganicaragua.com,,,,,,,,,,,
12569309060,Balcones al Paraíso,,,,,,,Nicaragua,,11.6357666,-86.3506258,,,,,,,,,,,,,,,,,,,,,,,
12619158002,Grand River Logde Hotel,,,,,,,Nicaragua,,11.0831186,-84.5440214,,,,,,,,,,,,,,,,,,,,,,,
12646866901,Casa Happy Life,,,,,,,Nicaragua,,11.2514708,-85.8701976,,https://www.casahappylife.com/es/,,,,,,,,,,www.casahappylife.com,,,,,,,,,,,
12703890104,Casa Riverstone,,,,,,,Nicaragua,,12.4388869,-86.8740946,,,,,,,,,,,,,,,,,,,,,,,
12745661901,Mango's Lodge,,,,,,,Nicaragua,,11.4564175,-86.0789094,,,,,,,,,,,,,,,,,,,,,,,
278454119,Rancho Suizo Hotel,,,,,,,Costa Rica,,9.9586786,-85.6736065,,,,,,,,,,,,,,,,,,,,,,,
278908607,Hotel Manatus,,,,,,,Costa Rica,,10.5624805,-83.5162983,,https://manatuscostarica.com,,,,,,,,,,manatuscostarica.com,,,,,,,,,,,
360010114,Hotel Hacienda Guachipelín,,,Curubandé,,,,Costa Rica,,10.7520777,-85.3796525,,,,,,,,,,,,,,,,,,,,,,,
360248729,Finca Los Caballos,,,,,,,Costa Rica,,9.6695211,-85.0731536,,,,,,,,,,,,,,,,,,,,,,,
360263642,Hotel Flying Crocodile Lodge,,,Sámara,,,,Costa Rica,,9.8847817,-85.56536,,http://www.flying-crocodile.com/de/,,,,,,,,,,www.flying-crocodile.com,,,,,,,,,,,
365314376,Termales del Bosque,,,,,,,Costa Rica,,10.3633589,-84.3905543,,,,,,,,,,,,,,,,,,,,,,,
367989605,Rinconcita Lodge,,,,,,,Costa Rica,,10.7328634,-85.3010278,,,,,,,,,,,,,,,,,,,,,,,
378608054,Hotel La Cascada,,,,,,,Costa Rica,,9.6509225,-85.0695598,,,,,,,,,,,,,,,,,,,,,,,
378731318,Dantica Lodge,,,,,,,Costa Rica,,9.5834903,-83.7980213,,,,,,,,,,,,,,,,,,,,,,,
382113798,El Encanto B&B,,,,,,,Costa Rica,,9.7395042,-82.8454251,,,,,,,,,,,,,,,,,,,,,,,
430957146,B&B Villa Pacandé,,,San Isidro,,,,Costa Rica,,10.0476452,-84.2093747,,,,,,,,,,,,,,,,,,,,,,,
431001121,Linda Vista del Norte,,,,,,,Costa Rica,,10.4274099,-84.7462487,,,,,,,,,,,,,,,,,,,,,,,
431001715,Essence Arenal Travellers & Backpackers Resort,,,,,,,Costa Rica,,10.4211323,-84.7543482,,,,,,,,,,,,,,,,,,,,,,,
440290838,Posada Andrea Cristina,,,,,,,Costa Rica,,10.4536207,-84.0177597,,,,,,,,,,,,,,,,,,,,,,,
440639690,Casa Marbella,,,,,,,Costa Rica,,10.5424029,-83.5036586,,,,,,,,,,,,,,,,,,,,,,,
440649601,Cabinas La Ranita Roja,,,,,,,Costa Rica,,10.5386594,-83.5038845,,,,,,,,,,,,,,,,,,,,,,,
440687355,Coco Loco Lodge,,,,,,,Costa Rica,,9.6531516,-82.7544408,,,,,,,,,,,,,,,,,,,,,,,
440837782,Secret Garden,,,Cahuita,,,,Costa Rica,,9.7358162,-82.8403138,,,,,,,,,,,,,,,,,,,,,,,
440837786,Natural Park,,,,,,,Costa Rica,,9.7367156,-82.8391295,,,,,,,,,,,,,,,,,,,,,,,
440845588,Bungalows Malú,,,Cahuita,,,,Costa Rica,,9.7438703,-82.8544634,,,,,,,,,,,,,,,,,,,,,,,
440849632,Bluspirit,,,Cahuita,,,,Costa Rica,,9.7397666,-82.8446444,,,,,,,,,,,,,,,,,,,,,,,
459837501,Arenal Springs Resort & Spa,,,La Fortuna,,,,Costa Rica,,10.5022962,-84.6831049,,,,,,,,,,,,,,,,,,,,,,,
475945403,Playa Negra Guesthouse,,,Cahuita,,,,Costa Rica,,9.7412838,-82.8502625,,,,,,,,,,,,,,,,,,,,,,,
566782925,Montezuma Pacific,,,,,,,Costa Rica,,9.6557873,-85.0679678,,,,,,,,,,,,,,,,,,,,,,,
602660481,Blue Dream,,,Puerto Soley,,,,Costa Rica,,11.0236632,-85.6879782,,https://www.bluedreamhotel.com/,,,,,,,,,,www.bluedreamhotel.com,,,,,,,,,,,
623418162,Adventure Inn Hotel,,,,,,,Costa Rica,,9.9735425,-84.1509498,,https://www.adventure-inn.com,,,,,,,,,,www.adventure-inn.com,,,,,,,,,,,
625714321,Hotel Grano de Oro,,,Sabana Este,,,,Costa Rica,,9.9336053,-84.0931296,,,,,,,,,,,,,,,,,,,,,,,
693740724,Mawamba Lodge,,,,,,,Costa Rica,,10.5512771,-83.5074723,,,,,,,,,,,,,,,,,,,,,,,
701330811,Hotel Miami,,,Limón,,,,Costa Rica,,9.991712,-83.0293556,,,,,,,,,,,,,,,,,,,,,,,
701330880,Hotel El Oriental,,,Limón,,,,Costa Rica,,9.9933354,-83.0289477,,,,,,,,,,,,,,,,,,,,,,,
701330885,Hotel El Nicaragüense,,,Limón,,,,Costa Rica,,9.9927875,-83.0267424,,,,,,,,,,,,,,,,,,,,,,,
765960490,Hotel y Mirador Pico Blanco,,,,,,,Costa Rica,,9.8980759,-84.1277761,,,,,,,,,,,,,,,,,,,,,,,
772628182,Sanchiri Lodge,,,,,,,Costa Rica,,9.8172725,-83.8658882,,,,,,,,,,,,,,,,,,,,,,,
777348524,Arenal Montechiari,,,,,,,Costa Rica,,10.4780097,-84.6445833,,https://www.hotelarenalmontechiari.com/,,,,,,,,,,www.hotelarenalmontechiari.com,,,,,,,,,,,
790503650,Hotel & Spa Cibeles,,,Santiago,,,,Costa Rica,,10.0078943,-84.1076266,,,,,,,,,,,,,,,,,,,,,,,
792224644,Hotel Los Héroes,,,Arenal,,,,Costa Rica,,10.4761056,-84.8305909,,,,,,,,,,,,,,,,,,,,,,,
794609099,La Foresta Nature Resort,,,Quepos,,,,Costa Rica,,9.4402158,-84.136093,,https://www.laforestahotel.com/,,,,,,,,,,www.laforestahotel.com,,,,,,,,,,,
832255135,Orosi Lodge,,,Orosi,,,,Costa Rica,,9.79399,-83.8561641,,https://www.orosilodge.com/,,,,,,,,,,www.orosilodge.com,,,,,,,,,,,
836037322,El Punto,,,Liberia,,,,Costa Rica,,10.6249149,-85.4435774,,https://www.elpuntohotel.com/,,,,,,,,,,www.elpuntohotel.com,,,,,,,,,,,
837146650,Gilded Iguana Hotel,,,,,,,Costa Rica,,9.9481309,-85.6693982,,,,,,,,,,,,,,,,,,,,,,,
840628673,Cabinas La Montaña,,,,,,,Costa Rica,,10.4611348,-84.2719981,,,,,,,,,,,,,,,,,,,,,,,
840727004,Hacienda Pozo Azul,,,,,,,Costa Rica,,10.3860618,-84.1397408,,,,,,,,,,,,,,,,,,,,,,,
840865280,Hotel Centro Neotropico Sarapiqui,,,,,,,Costa Rica,,10.417107,-84.123118,,https://sarapiquis.com/,,,,,,,,,,sarapiquis.com,,,,,,,,,,,
842114438,Hotel la Tranquilidad,,,Parrita,,,,Costa Rica,,9.4782081,-84.2667652,,,,,,,,,,,,,,,,,,,,,,,
875220992,Hotel Viña Verde La Colina,,,,,,,Costa Rica,,10.0710145,-84.4900625,,,,,,,,,,,,,,,,,,,,,,,
875451951,Hotel San Isidro,,,,,,,Costa Rica,,9.357286,-83.6852363,,,,,,,,,,,,,,,,,,,,,,,
875453269,Hotel Montecito,,,San Isidro de El General,,,,Costa Rica,,9.3674729,-83.6972849,,,,,,,,,,,,,,,,,,,,,,,
875558955,Hotel Villa Wetss,,,,,,,Costa Rica,,8.6063199,-83.127756,,,,,,,,,,,,,,,,,,,,,,,
883971237,Hotel la Rivera,,,,,,,Costa Rica,,9.9838263,-84.1867089,,,,,,,,,,,,,,,,,,,,,,,
907208603,Hotel Ceciliano,,,Quepos,,,,Costa Rica,,9.4294091,-84.1618019,,,,,,,,,,,,,,,,,,,,,,,
907416055,Villa La Costa,,,,,,,Costa Rica,,9.6070827,-84.6240381,,,,,,,,,,,,,,,,,,,,,,,
962570226,Colours Oasis Resort Hotel,,,Rohrmoser,,,,Costa Rica,,9.9476732,-84.130456,,,,,,,,,,,,,,,,,,,,,,,
970419734,Cabinas Iguana,,,Cahuita,,,,Costa Rica,,9.7408165,-82.8517018,,https://www.cabinas-iguana.com/,,,,,,,,,,www.cabinas-iguana.com,,,,,,,,,,,
1022871163,Grandpas' Hotel,,,Cot,,,,Costa Rica,,9.8905751,-83.8782778,,,,,,,,,,,,,,,,,,,,,,,
1140976615,Monarch Resort,,,Sardinal,,,,Costa Rica,,10.5898944,-85.664413,,,,,,,,,,,,,,,,,,,,,,,
1140980130,Four Seasons Hotel,,,,,,,Costa Rica,,10.6117498,-85.6886117,,,,,,,,,,,,,,,,,,,,,,,
1154202708,,,,,,,,Costa Rica,,11.0263983,-85.7042438,,,,,,,,,,,,,,,,,,,,,,,
1156198665,Hotel Los Alemanes,,,Carrillos,,,,Costa Rica,,10.0323531,-84.2681866,,,,,,,,,,,,,,,,,,,,,,,
1158049612,Hotel Rancho Oropéndola,,,,,,,Costa Rica,,9.9390749,-84.5299636,,,,,,,,,,,,,,,,,,,,,,,
1176474318,Rancho Burica,,,,,,,Costa Rica,,8.3474041,-83.1259007,,,,,,,,,,,,,,,,,,,,,,,
1186330979,Cabinas Cristina,,,,,,,Costa Rica,,9.7186069,-85.0187765,,,,,,,,,,,,,,,,,,,,,,,
1186336382,Pacific Guesthouse,,,,,,,Costa Rica,,9.7831084,-85.2537286,,,,,,,,,,,,,,,,,,,,,,,
1186399996,Vista Golfo,,,,,,,Costa Rica,,10.1312829,-84.7254554,,,,,,,,,,,,,,,,,,,,,,,
1186415647,Cabinas Orchídea,,,,,,,Costa Rica,,10.1714227,-84.6677735,,,,,,,,,,,,,,,,,,,,,,,
1187585081,Cabinas Mary,,,,,,,Costa Rica,,9.16696,-83.33177,,,,,,,,,,,,,,,,,,,,,,,
1189460168,Hotel Punta Islita,,,,,,,Costa Rica,,9.8574926,-85.4016489,,,,,,,,,,,,,,,,,,,,,,,
1189472004,Hotel De Campo,,,,,,,Costa Rica,,10.8961303,-84.78698,,https://kingfisherlodgecr.com/,,,,,,,,,,kingfisherlodgecr.com,,,,,,,,,,,
1189472009,Albergue Cano Negro,,,,,,,Costa Rica,,10.8932533,-84.7854501,,,,,,,,,,,,,,,,,,,,,,,
1189834268,Heliconia Lodge,,,Bijagua,,,,Costa Rica,,10.7134776,-85.0407418,,,,,,,,,,,,,,,,,,,,,,,
1189860496,Rio Celeste Lodge,,,,,,,Costa Rica,,10.7039836,-84.9772755,,,,,,,,,,,,,,,,,,,,,,,
1212848013,Star Mountain Eco Resort Hotel,,,Puntarenas,,,,Costa Rica,,9.6073177,-85.1227383,,,,,,,,,,,,,,,,,,,,,,,
1212859608,Hotel La Hacienda,,,,,,,Costa Rica,,9.6149,-85.14309,,,,,,,,,,,,,,,,,,,,,,,
1212860852,Hotel Pachamama,,,,,,,Costa Rica,,9.6158927,-85.1430779,,,,,,,,,,,,,,,,,,,,,,,
1212862613,Hotel Vista de Olas,,,,,,,Costa Rica,,9.6156855,-85.1412019,,,,,,,,,,,,,,,,,,,,,,,
1212864361,Villas Monarca,,,,,,,Costa Rica,,9.61817,-85.14443,,,,,,,,,,,,,,,,,,,,,,,
1212919939,Hotel Doce Lunas,,,Jacó,,,,Costa Rica,,9.6121457,-84.6108546,,,,,,,,,,,,,,,,,,,,,,,
1215697627,Hotel Villa Zurqui,,,,,,,Costa Rica,,10.0292348,-84.0099692,,,,,,,,,,,,,,,,,,,,,,,
1215727897,Hotel Lomas del Toro,,,Guápiles,,,,Costa Rica,,10.2036816,-83.8136941,,,,,,,,,,,,,,,,,,,,,,,
1215780388,Hotel El Tropico,,,,,,,Costa Rica,,10.36588,-83.7323,,,,,,,,,,,,,,,,,,,,,,,
1215788541,Hotel Surá,,,Cariari,,,,Costa Rica,,10.3592507,-83.7340523,,,,,,,,,,,,,,,,,,,,,,,
1215790164,Hotel Vista al Tortuguero,,,,,,,Costa Rica,,10.3558235,-83.7365495,,,,,,,,,,,,,,,,,,,,,,,
1216938661,Hotel Bellavista,,,,,,,Costa Rica,,11.0728265,-85.6357099,,,,,,,,,,,,,,,,,,,,,,,
1218645182,Ginnana,,,,,,,Costa Rica,,9.8202681,-84.9351254,,,,,,,,,,,,,,,,,,,,,,,
1226412253,Hotel Wilson,,,,,,,Costa Rica,,10.2134886,-83.7889594,,,,,,,,,,,,,,,,,,,,,,,
1229674090,Hotel & Resort Daysita,,,Liberia,,,,Costa Rica,,10.634126,-85.433164,,,,,,,,,,,,,,,,,,,,,,,
1230251511,Hotel Casa Conde,,,,,,,Costa Rica,,10.5911989,-85.6492832,,,,,,,,,,,,,,,,,,,,,,,
1230265369,Hotel Costa Blanca,,,,,,,Costa Rica,,10.5901783,-85.6755062,,,,,,,,,,,,,,,,,,,,,,,
1231610689,Hotel Villas Costa Alegre,,,,,,,Costa Rica,,10.5356362,-85.6649151,,,,,,,,,,,,,,,,,,,,,,,
1231897510,Hotel Villas del Sueño,,,,,,,Costa Rica,,10.5419398,-85.724064,,,,,,,,,,,,,,,,,,,,,,,
1231897562,Hotel Villa Casa Blanca,,,,,,,Costa Rica,,10.5412152,-85.7216389,,,,,,,,,,,,,,,,,,,,,,,
1231897573,Resort Ocotal Beach,,,,,,,Costa Rica,,10.5457969,-85.7252817,,,,,,,,,,,,,,,,,,,,,,,
1231961506,Hotel Sugar Beach,,,,,,,Costa Rica,,10.4754206,-85.779433,,,,,,,,,,,,,,,,,,,,,,,
1231963170,Hotel Villas Estival,,,,,,,Costa Rica,,10.4672636,-85.7766758,,,,,,,,,,,,,,,,,,,,,,,
1231971759,Hotel Bahia Esmeralda,,,,,,,Costa Rica,,10.4591601,-85.7705569,,,,,,,,,,,,,,,,,,,,,,,
1231972494,Ivy Hotel Costa Rica,,,,,,,Costa Rica,,10.4604782,-85.7652571,,https://ivyhotelcr.com/,,,,,,,,,,ivyhotelcr.com,,,,,,,,,,,
1231973668,Villaggio Flor del Pacifico,,,,,,,Costa Rica,,10.4588335,-85.7664282,,,,,,,,,,,,,,,,,,,,,,,
1231982898,Villas West Wind,,,,,,,Costa Rica,,10.4463292,-85.7723074,,,,,,,,,,,,,,,,,,,,,,,
1231984955,Cabinas Cristina,,,,,,,Costa Rica,,10.44634,-85.76715,,,,,,,,,,,,,,,,,,,,,,,
1239451526,Club Pez Gallo,,,,,,,Costa Rica,,9.9193078,-85.6282273,,,,,,,,,,,,,,,,,,,,,,,
1240260606,Hotel Castillo Montereina,,,Sámara,,,,Costa Rica,,9.880726,-85.5679038,,,,,,,,,,,,,,,,,,,,,,,
1240260993,Villas Playa Buena Vista,,,Sámara,,,,Costa Rica,,9.88177,-85.56715,,,,,,,,,,,,,,,,,,,,,,,
1240265015,Hotel Samara Pacific Lodge,,,,,,,Costa Rica,,9.8808616,-85.5402037,,,,,,,,,,,,,,,,,,,,,,,
1240271497,Hotel Pepitas,,,,,,,Costa Rica,,9.8829962,-85.5304381,,,,,,,,,,,,,,,,,,,,,,,
1240406920,La Casa del Sol,,,,,,,Costa Rica,,9.8824184,-85.5250457,,,,,,,,,,,,,,,,,,,,,,,
1240437204,Hotel Mirador de Sámara,,,Sámara,,,,Costa Rica,,9.8838608,-85.5256272,,,,,,,,,,,,,,,,,,,,,,,
1241604134,Las Brisas del Pacífico,,,Sámara,,,,Costa Rica,,9.8821133,-85.5211381,,https://lasbrisashotelsamara.com/,,,,,,,,,,lasbrisashotelsamara.com,,,,,,,,,,,
1241608653,Cabinas Villa Kunterbunt,,,,,,,Costa Rica,,9.87555,-85.51146,,,,,,,,,,,,,,,,,,,,,,,
1241632873,Hotel Hideaway,,,,,,,Costa Rica,,9.8686006,-85.5053048,,,,,,,,,,,,,,,,,,,,,,,
1241635542,Hotel & Beach Club Carrillo,,,,,,,Costa Rica,,9.8657175,-85.4817218,,,,,,,,,,,,,,,,,,,,,,,
1241637092,Apartamentos Turistas,,,,,,,Costa Rica,,9.8659612,-85.4805748,,,,,,,,,,,,,,,,,,,,,,,
1241640494,Hotel Arena Blanca,,,,,,,Costa Rica,,9.8672928,-85.478429,,,,,,,,,,,,,,,,,,,,,,,
1241640496,Cabinas La Selva,,,,,,,Costa Rica,,9.8672769,-85.4796736,,,,,,,,,,,,,,,,,,,,,,,
1241642376,Cabinas “El Colibrí”,,,,,,,Costa Rica,,9.8654972,-85.4798783,,,,,,,,,,,,,,,,,,,,,,,
1241642378,Hotel Puerto Carrillo,,,,,,,Costa Rica,,9.8651556,-85.4785248,,,,,,,,,,,,,,,,,,,,,,,
1241658550,Casa de Playa Sol Nicoa,,,,,,,Costa Rica,,9.8647797,-85.4774313,,,,,,,,,,,,,,,,,,,,,,,
1241687322,Cabinas Villas del Bosque,,,,,,,Costa Rica,,9.8786766,-85.4541443,,,,,,,,,,,,,,,,,,,,,,,
1245015883,Cabinas Carolina,,,Los Chiles,,,,Costa Rica,,11.030857,-84.7125875,,,,,,,,,,,,,,,,,,,,,,,
1252737549,Hotel Makanas,,,,,,,Costa Rica,,9.65288,-85.17786,,,,,,,,,,,,,,,,,,,,,,,
