id_hotel,nombre,url_principal,ciudad,pais,latitud,longitud,url_2,url_3,url_4,url_5,url_6,url_7,url_8,url_9,url_10
8267853626,El Cielo Hotel Boutique,,,México,20.2133135,-87.4557711,,,,,,,,,
8275967304,Hotel Real Tecali,,,México,18.8989813,-97.9708974,,,,,,,,,
8276437817,Hotel Escondido,,,México,15.8693801,-97.0778418,,,,,,,,,
8282068157,Jardín Del Mango,,,México,15.6647029,-96.5220319,,,,,,,,,
8282318794,Posada Los Huaches,,,México,15.6641412,-96.5210487,,,,,,,,,
8282318797,Posada Carey,,,México,15.6641731,-96.5211402,,,,,,,,,
8284950718,Posada Roca Blanca,,,México,15.6638264,-96.5210677,,,,,,,,,
8285257977,Posada Itzama,,,México,15.6632935,-96.5161402,,,,,,,,,
8285430642,Hotel Estrella De Mar,,,México,15.6620424,-96.5111517,,,,,,,,,
8285499208,Casa Mixteca,,,México,15.6641094,-96.5205902,,,,,,,,,
8285499209,Hotel Adequin,,,México,15.6640515,-96.5201602,,,,,,,,,
8285499210,Posada México,,,México,15.6637957,-96.5204066,,,,,,,,,
8285499211,Posada El Hongo,,,México,15.6642033,-96.520444,,,,,,,,,
8290556213,Hotel Mirage,,,México,20.5809154,-100.383248,,,,,,,,,
8301507826,Tours Y Hospedaje El Huasteco,,,México,21.6230364,-99.0156847,,,,,,,,,
8301507828,La Huasteca Hostal Aquismón,,,México,21.6245585,-99.0178353,,,,,,,,,
8301510819,Posada Real de Aquismon,,,México,21.627614,-99.0182416,,,,,,,,,
8301517618,Casa Tilita,,,México,21.6197793,-99.0197904,,,,,,,,,
8301517619,Posada Casa Otilia,,,México,21.6200943,-99.0203004,,,,,,,,,
8301517620,Hotel San Joaquin,,,México,21.6207702,-99.0189801,,,,,,,,,
8301517621,Hotel Huasteca Mágica,,,México,21.6208109,-99.0182234,,,,,,,,,
8301526517,Hotel San Cosme,,,México,21.6202379,-99.0198337,,,,,,,,,
8301526518,Cabaña Casa tilita,,,México,21.6200556,-99.0205136,,,,,,,,,
8301528017,Hotel Estrella Huasteca,,,México,21.6437227,-99.0293905,,,,,,,,,
8301681117,Hotel Estancia Moreno,,,México,22.5253035,-99.3305764,,,,,,,,,
8301720018,Posada Familiar El Dorado,,,México,21.3855106,-98.9866577,,,,,,,,,
8301731917,Hotel Dolores,,,México,21.3859043,-98.9875948,,,,,,,,,
8301740019,Posada Aris,,,México,21.3853902,-98.992966,,,,,,,,,
8301745019,Hotel Maria Magnolia,,,México,21.3857677,-98.9925256,,,,,,,,,
8301759919,Hotel Camino Surreal Xilitla,,,México,21.3886174,-98.9906516,,,,,,,,,
8301760918,Xilitla Hotel,,,México,21.3920969,-98.9955558,,,,,,,,,
8301761519,Hotel La Cabaña,,,México,21.3894346,-98.989951,,,,,,,,,
8301766717,Hotel Mundo Extreme,,,México,21.3866131,-98.9904485,,,,,,,,,
8301772217,Cabañas Las Palmitas,,,México,21.3899225,-98.9895255,,,,,,,,,
8301778618,Casa Santa Mónica Posada,,,México,21.3912832,-98.9944866,,,,,,,,,
8302015217,Hotel Villa Guerrero,,,México,22.0055768,-98.7748985,,,,,,,,,
8307565218,Hotel Cascadas de la Huasteca,,,México,22.5227481,-99.3234383,,,,,,,,,
8308031417,Hotel Rio Paraiso,,,México,22.5163236,-99.3295092,,,,,,,,,
8308034218,Hotel Meraki,,,México,22.5281522,-99.3138188,,,,,,,,,
8308034220,Hotel San Ruben,,,México,22.5173865,-99.3224533,,,,,,,,,
8308034223,Huasteca Express,,,México,22.5242997,-99.334141,,,,,,,,,
8308038719,Hotel Flor Del Río,,,México,22.5204785,-99.331131,,,,,,,,,
8309380817,Hotel Michel,,,México,21.9234774,-99.3943186,,,,,,,,,
8325444901,Sur Suites Veracruz,,,México,19.0896754,-96.103102,,,,,,,,,
8361705900,OYO Villas Palmira,,Alvarado,México,19.0583852,-96.0462607,,,,,,,,,
8361815400,Hotel Cordelia,,,México,15.6650353,-96.4960272,,,,,,,,,
8361815416,Canta Ranas,,,México,15.6690619,-96.4920594,,,,,,,,,
8365368155,Hotel Real Victoria,,,México,20.8162326,-102.7652803,,,,,,,,,
8365628517,Hotel Daniela,,,México,27.4096639,-108.0666232,,,,,,,,,
8373332453,Hotel De Méndez,,,México,20.2286214,-103.5717569,,,,,,,,,
8376659054,Jagua Express,,,México,20.7054591,-102.3461778,,,,,,,,,
8377212523,Escuela Primaria Benito Juarez,,,México,19.1088923,-96.1054355,,,,,,,,,
8379095695,Hotel La Hacienda,,,México,20.5378576,-104.0406491,,,,,,,,,
8379244536,Hotel de La Paz,,,México,20.6498499,-103.7081824,,,,,,,,,
8379244540,Hotel Camila,,,México,20.6528723,-103.7090935,,,,,,,,,
8381755280,Hotel Ruiz,,,México,19.5554389,-103.3787205,,,,,,,,,
8381755302,El Molino del Rey,,,México,19.5569356,-103.378714,,,,,,,,,
8381867840,Hotel Plaza Manzanillo,,,México,19.1061014,-104.3346705,,,,,,,,,
8387805747,Hotel Jardin Carpio,,,México,21.8917216,-102.2945272,,,,,,,,,
8395561654,B&B Boca del Rio,,Boca del Rio,México,19.1194818,-96.1049886,,,,,,,,,
8395561655,Hotel Valeryk,,,México,19.1196837,-96.1052636,,,,,,,,,
8410013899,Hotel El Recuerdo,,,México,20.2312218,-103.5770796,,,,,,,,,
8416447192,HOTEL REAL VILLA,,,México,20.4184511,-103.6638896,,,,,,,,,
8421540861,Hotel Posada Real Tapalpa,,,México,19.9476745,-103.7603609,,,,,,,,,
8421662517,Hotel Villas Mata de Uva,,,México,19.0242889,-95.9678966,,,,,,,,,
8425887512,Posada,,,México,22.9566915,-98.071695,,,,,,,,,
8430093381,,,,México,20.8070794,-102.764581,,,,,,,,,
8430093389,Hotel Matamoros Tepatitlán,,,México,20.8075131,-102.7635135,,,,,,,,,
8439372835,Hotel Cuatro Caminos,,,México,20.7741958,-104.0720653,,,,,,,,,
8443620120,Hacienda San Andres,,,México,19.0433051,-98.2586652,,,,,,,,,
8454596420,Hotel Villa Del Rey,,,México,21.1425945,-98.4209551,,,,,,,,,
8454668420,Hotel Cuesta del Chorro,,,México,21.1424548,-98.4196963,,,,,,,,,
8454668619,Hotel Juárez,,,México,21.1426848,-98.4199025,,,,,,,,,
8454821417,Hotel Santa Cecilia,,,México,21.1415261,-98.4213777,,,,,,,,,
8462646055,Hotel Aurora,,Nezahualcoyotl,México,19.4081646,-99.003283,,,,,,,,,
8462713893,Hotel Rey,,CDMX,México,19.3996831,-99.1696173,,,,,,,,,
8474059919,LagunaMar,,,México,22.7295092,-97.8680423,,,,,,,,,
8484315717,,,,México,20.1503182,-87.4578496,,,,,,,,,
8505406463,Don Miguel Suites y Restaurante,,,México,19.8536613,-97.4973815,,,,,,,,,
8515168517,,,,México,21.5252354,-87.3793035,,,,,,,,,
8519593914,Sandos Playacar,,,México,20.6052963,-87.0972508,,,,,,,,,
8529630198,Casa Morenita Mia,,San Cristóbal de Las Casas,México,16.7338827,-92.635617,,,,,,,,,
8529631727,Hostal Casa Lucia,,San Cristóbal de Las Casas,México,16.7334496,-92.634434,,,,,,,,,
8530581025,Hotel Marnuz,,,México,20.7091506,-97.5332846,,,,,,,,,
8530582026,Hotel Salinas,,,México,20.5382136,-97.4563368,,,,,,,,,
8534314826,RIU Tequila,,,México,20.6078707,-87.0931913,,,,,,,,,
8541340297,Hotel Girasoles,,,México,17.7944327,-91.5328905,,,,,,,,,
8541340298,Hotel Casa Walakmul,,,México,17.8142906,-91.5403041,,,,,,,,,
8551954292,Maya del Mar,,,México,20.6257173,-87.0726935,,,,,,,,,
8554247394,Hotel Maya Turquesa,,,México,20.6265509,-87.0740884,,,,,,,,,
8555046371,La Rana Cansada,,,México,20.6270318,-87.0728994,,,,,,,,,
8555046391,The Palm at Playa,,,México,20.6262347,-87.073288,,,,,,,,,
8555717201,Oasis Huasteco,,,México,22.094892,-99.1435772,,,,,,,,,
8558723487,El Acuario Hotel,,,México,20.6260547,-87.0778193,,,,,,,,,
8562214050,Camino Real,,,México,19.1595043,-96.1989484,,,,,,,,,
8565505807,Yum K'iin,,,México,20.6271561,-87.0756876,,,,,,,,,
8566261045,Heven,,"zipolite, oaxaca",México,15.6631784,-96.5249656,,,,,,,,,
8566261046,Casa Flor del Mar,,,México,15.6646359,-96.5239491,,,,,,,,,
8569809760,,,,México,19.3962662,-99.056397,,,,,,,,,
8584660817,,,,México,23.5860108,-109.5758934,,,,,,,,,
8591648707,Hotel Posada Gamachagi,,Tamasopo,México,21.9218623,-99.3929318,,,,,,,,,
8593234117,hotel parecía,,,México,19.5091844,-101.6088402,,,,,,,,,
8605902527,Hotel Marbella,,,México,19.0981306,-104.3241924,,,,,,,,,
8612124458,Gran Pacific Hotel,,,México,19.1002951,-104.3265125,,,,,,,,,
8618078618,OYO Hospedaje Casa Poblana,,,México,18.669829,-88.3931576,,,,,,,,,
8630316717,Real Colonial,,,México,16.2539294,-92.1353762,,,,,,,,,
8638579234,Hotel Los Robles,,San Cristóbal de Las Casas,México,16.7369489,-92.6348173,,,,,,,,,
8665980817,,,,México,21.1605084,-86.8286232,,,,,,,,,
8685684868,Hotel Habita,,,México,19.4316956,-99.1899174,,,,,,,,,
8695471454,Hotel La Provincia,,,México,19.8870947,-103.6005477,,,,,,,,,
8712222118,Hotel Green River,,Izamal,México,20.9275306,-89.0240603,,,,,,,,,
8712841217,,,,México,21.5204993,-87.3782949,,,,,,,,,
8715351217,Road Scholar Hotel,,,México,19.4315151,-99.1353843,,,,,,,,,
8715351317,De Lina,,San Cristóbal de las Casas,México,16.7390555,-92.6349097,,,,,,,,,
8715351318,,,,México,17.4966489,-92.0170193,,,,,,,,,
8715351418,,,,México,17.4973206,-92.0152639,,,,,,,,,
8734838217,Mishol,,,México,16.702539,-99.6716384,,,,,,,,,
8737636463,Hotel Playa Los Wiwiriskis,,,México,20.4928203,-97.0252148,,,,,,,,,
8737718782,Hotel Plaza,,,México,20.476732,-97.0082602,,,,,,,,,
8770181327,Zereno Tulum,,Tulum,México,20.2020208,-87.4652501,,,,,,,,,
8789222421,Hotel Buenavista Bacalar by Nah hotels,,,México,18.8777125,-88.2400669,,,,,,,,,
8790217617,Meteora Stay & Coffeehouse Tulum,,,México,20.2090695,-87.4568681,,,,,,,,,
8790726717,Hotel Medellin,,Nezahualcoyotl,México,19.4136978,-99.0107314,,,,,,,,,
8807895233,Nomads hotel & beachclub,,,México,21.2161401,-86.7252384,,,,,,,,,
8812117959,Frutos del Bosque,,,México,19.9921842,-97.9597294,,,,,,,,,
8813024517,Estancia Los Cedros Juquila,,,México,16.2390017,-97.2913156,,,,,,,,,
8813118317,,,,México,16.7364338,-92.6370263,,,,,,,,,
8819144317,Casa Poblana,,,México,18.6697661,-88.3932033,,,,,,,,,
8830613017,Hôtel Las Monjas,,,México,20.9675395,-89.6280505,,,,,,,,,
8833793517,Country Hotel & Suites,,,México,20.6943839,-88.202528,,,,,,,,,
8833794869,,,,México,20.5889348,-100.3924318,,,,,,,,,
8833873268,,,,México,20.5917015,-100.3937594,,,,,,,,,
8836713417,Casa Kosan,,,México,21.1664199,-86.8274689,,,,,,,,,
8843501802,Liebe Hotel & Villas,,,México,19.3659886,-99.1884936,,,,,,,,,
8860581093,Hotel del Jardín,,,México,20.0999296,-99.8273141,,,,,,,,,
8860581094,,,,México,20.0989107,-99.8280077,,,,,,,,,
8863605617,Villa of Seal and Heidi Klum,,,México,19.4456924,-105.035661,,,,,,,,,
8883732231,Hotel tenos,,,México,24.8414946,-98.1630296,,,,,,,,,
8888106236,Hotel Casa Morelos,,Todos Santos,México,23.4481992,-110.2252504,,,,,,,,,
8893553940,Hotel mi Pueblito,,,México,20.4424761,-102.3945659,,,,,,,,,
8898703617,Kokomo,,,México,21.3299688,-89.3806398,,,,,,,,,
8899573719,Hotel San Alfonso,,Venustiano Carranza,México,19.4409501,-99.1148802,,,,,,,,,
8931289179,Conrad Tulum Riviera Maya,,,México,20.3582784,-87.3375665,,,,,,,,,
8931289180,Hilton Tulum Riviera Maya All-Inclusive Resort,,,México,20.3532087,-87.3366009,,,,,,,,,
8964349477,Casa de O,,,México,15.7707623,-96.1205851,,,,,,,,,
8964349478,Casa cascada,,,México,15.7707423,-96.1203981,,,,,,,,,
8964349479,Casa tulco,,,México,15.7728958,-96.1196429,,,,,,,,,
8964349481,Mario Ruiz Triguero,,,México,15.7723358,-96.1185205,,,,,,,,,
8968917252,Hotel Colonial,,,México,16.2537302,-92.1353746,,,,,,,,,
8986936291,Casa Blanca,,,México,18.4971562,-88.3034971,,,,,,,,,
8990020067,Hotel El Soñador,,,México,27.4506047,-105.81572,,,,,,,,,
8998929523,,,,México,30.1858417,-108.0237319,,,,,,,,,
9005468824,Hotel Hacienda Ixtlan,,,México,20.4948646,-86.9274397,,,,,,,,,
9014849688,El Paso a Sonora,,,México,20.6743949,-101.350626,,,,,,,,,
9017624345,Amatte Hotel by FHB,,,México,20.9059272,-100.734711,,,,,,,,,
9027267348,Augusto K’aax,,,México,20.1917513,-87.4703258,,,,,,,,,
9027494130,,,,México,19.5404525,-99.3537815,,,,,,,,,
9030136148,Hotel California,,Tenosique de Pino Suárez,México,17.4590158,-91.4376821,,,,,,,,,
9030136153,Posada La Fuente,,,México,17.4595388,-91.4371188,,,,,,,,,
9038958876,La Casa De Doña Rosi,,Valladolid,México,20.6859684,-88.1999268,,,,,,,,,
9044439617,RAMADA encore by Wyndham,,,México,19.1348211,-98.2684222,,,,,,,,,
9047073491,Hotel Kaoma,,,México,18.2637128,-93.224526,,,,,,,,,
9063283301,Casa Delina,,,México,16.2512932,-92.1362013,,,,,,,,,
9077254417,,,,México,18.7821007,-91.4868692,,,,,,,,,
9077442117,,,,México,18.7821754,-91.486957,,,,,,,,,
9092411218,,,,México,21.522404,-87.3769173,,,,,,,,,
9093429551,Hotel Santa Fe,,,México,26.0058196,-111.3528921,,,,,,,,,
9095380129,Hotel posada de las Flores,,,México,26.010635,-111.3419825,,,,,,,,,
9098796495,Hotel Rincón Huasteco,,,México,21.9980995,-99.0225756,,,,,,,,,
9112040299,Barceló Maya Colonial,,,México,20.4904363,-87.2437218,,,,,,,,,
9112040472,Veracruz,,,México,20.4905662,-87.2407595,,,,,,,,,
9112226027,Casa Albariño Hotel Boutique Guanajuato,,Guanajuato,México,21.020643,-101.246426,,,,,,,,,
9118452217,,,,México,21.2609299,-98.7903706,,,,,,,,,
9118677219,Xiknal,,,México,20.5075637,-86.9523301,,,,,,,,,
9124497625,,,,México,21.8032011,-100.9359877,,,,,,,,,
9124500120,,,,México,21.4758749,-101.2163442,,,,,,,,,
9136558694,Hotel California,,,México,19.4073053,-99.1557726,,,,,,,,,
9159504150,Hotel Quinta Mar,,,México,21.9983998,-99.0179944,,,,,,,,,
9188209001,Hotel Sopris,,,México,31.0776299,-108.0046999,,,,,,,,,
9188209005,Hotel Miami,,,México,31.0900303,-107.9967433,,,,,,,,,
9202905917,Hotel Tres Picos,,,México,15.8928648,-93.5331148,,,,,,,,,
9203282080,Villa Patzcuaro Hotel & RV Park,,,México,19.5339347,-101.6109032,,,,,,,,,
9211071738,Residence Inn by Marriott Playa del Carmen,,Playa del Carmen,México,20.6140514,-87.0978369,,,,,,,,,
9211076990,"The Ritz-Carlton, Mexico City",,Ciudad de México,México,19.4239552,-99.1757289,,,,,,,,,
9217277888,Motel Las Vegas,,,México,16.830665,-99.910673,,,,,,,,,
9230712317,Casa Corazón,,,México,20.2843938,-87.3788936,,,,,,,,,
9231435311,Hotel Real Zapotlán,,,México,19.9732386,-98.8607214,,,,,,,,,
9233333517,Refugio terraza de la terra,,,México,16.1857073,-96.5179647,,,,,,,,,
9233823217,Estrella,,,México,19.5403436,-101.6164406,,,,,,,,,
9239115117,,,,México,15.6654431,-96.5576829,,,,,,,,,
9241644218,Conrad,,,México,22.1382489,-101.0302653,,,,,,,,,
9241644219,The View,,,México,22.1380045,-101.0298463,,,,,,,,,
9246277117,,,,México,21.1113845,-86.965095,,,,,,,,,
9249245041,Hotel Elite Express,,,México,21.9837535,-99.0080696,,,,,,,,,
9281628057,Hotel Santa Ana,,Apan,México,19.7084541,-98.4510736,,,,,,,,,
9281710913,Cabanas Chaac Calakmul,,,México,18.5035556,-89.3924586,,,,,,,,,
9281735777,Hospedaje Qatar,,,México,19.8338333,-90.5253537,,,,,,,,,
9294012014,Posada Cañon Devata,,,México,15.6655014,-96.4972391,,,,,,,,,
9294012015,Hotel La cabaña,,,México,15.6649179,-96.4962779,,,,,,,,,
9294012016,Hotel Ángel del Mar,,,México,15.6639185,-96.498116,,,,,,,,,
9301001217,,,,México,20.1658913,-87.4525661,,,,,,,,,
9315960417,Hotel Bambu,,,México,15.9687803,-97.6851167,,,,,,,,,
9349400813,The Bliss,,,México,20.7684811,-86.954744,,,,,,,,,
9356750519,Dpas 52,,Mérida,México,20.9836337,-89.6144621,,,,,,,,,
9356763819,Hotel Kuxtal,,,México,20.9696537,-89.6273653,,,,,,,,,
9359342496,The Grand Luxxe,,,México,20.7681011,-86.9523983,,,,,,,,,
9359342498,2,,,México,20.7654877,-86.9526249,,,,,,,,,
9359342499,3,,,México,20.7657998,-86.9530515,,,,,,,,,
9359342500,4,,,México,20.7660663,-86.9534244,,,,,,,,,
9359342501,5,,,México,20.7663129,-86.9537875,,,,,,,,,
9359342502,6,,,México,20.7665487,-86.9542715,,,,,,,,,
9359342503,7,,,México,20.7667788,-86.9546554,,,,,,,,,
9359342504,8,,,México,20.7670285,-86.9550462,,,,,,,,,
9359342505,9,,,México,20.7674507,-86.9552306,,,,,,,,,
9359342506,10,,,México,20.7678044,-86.9549129,,,,,,,,,
9359473918,Chaac Calakmul,,,México,18.5088211,-89.3948357,,,,,,,,,
9382004499,Hotel Tlacotalpan,,,México,18.6139972,-95.6637168,,,,,,,,,
9382016113,Sleep Inn,,,México,16.7628391,-93.1412012,,,,,,,,,
9382044169,Sleep Inn,,,México,17.9908212,-92.9160657,,,,,,,,,
9382055529,,,,México,15.8507361,-93.6775076,,,,,,,,,
9385292034,Rancho La Bellota,,ensenada,México,32.1569796,-116.4614632,,,,,,,,,
9394460904,posada mahe,,,México,18.9848314,-99.1034967,,,,,,,,,
9395492819,Hotel Posada Terranova,,,México,23.0614603,-109.6982376,,,,,,,,,
9405397127,Hotel Lira,,Ciudad de México,México,19.4100086,-99.1898748,,,,,,,,,
9407034617,Hotel JADE,,,México,27.2980363,-108.0558818,,,,,,,,,
9411553884,Hospedaje Ely,,,México,18.984679,-99.101873,,,,,,,,,
9413497517,Hotel Ecológico Temazcal,,,México,27.7436104,-107.6320283,,,,,,,,,
9424740156,Casa Palmera by B&G,,Cancún,México,21.0921561,-86.7699738,,,,,,,,,
9429906857,Hotel Regional,,,México,17.509069,-91.9837187,,,,,,,,,
9448640825,,,,México,18.8451956,-97.1022931,,,,,,,,,
9454216018,Hotel Venecia,,,México,19.0491131,-98.2036471,,,,,,,,,
9472165817,Hotel Gerar,,,México,19.1123356,-97.4219754,,,,,,,,,
9480321217,Hotel Centric Chihuahua,,,México,28.6334921,-106.0781269,,,,,,,,,
9482245402,Hotel Imperial,,,México,32.664148,-115.4939474,,,,,,,,,
9490778086,La Mansion,,,México,16.4439465,-95.0225941,,,,,,,,,
9503298801,Buda Tortuga,,Santa María Tonameca,México,15.6656913,-96.5456243,,,,,,,,,
9509266184,Hotel Estrella de Huasca,,Huasca De Ocampo,México,20.2040639,-98.5786955,,,,,,,,,
9509298743,Hotel Campestre Imperial,,Huasca De Ocampo,México,20.2066578,-98.5700595,,,,,,,,,
9509305205,Cabañas La Roca,,Huasca De Ocampo,México,20.2060311,-98.5711545,,,,,,,,,
9512078836,Mary's Inn,,Los Algodones,México,32.7151256,-114.7280483,,,,,,,,,
9512078872,Hotel del Valle,,Los Algodones,México,32.7159121,-114.7323291,,,,,,,,,
9515141511,Hotel Bosque Magico,,Huasca De Ocampo,México,20.2126397,-98.5587855,,,,,,,,,
9515212551,Hotel Cuandón,,Tepeji del Río de Ocampo,México,19.9217424,-99.3403269,,,,,,,,,
9517953116,Hotel Rancho Chalmita,,Zempoala,México,19.9127075,-98.666153,,,,,,,,,
9518134689,Hotel Real Campestre Tepetoci,,Tepeji del Río de Ocampo,México,19.9222625,-99.3398863,,,,,,,,,
9518138999,Hotel Boutique Vindho,,Tula de Allende,México,19.9479502,-99.3391272,,,,,,,,,
9518147723,Global Express Pachuca,,Zapotlan de Juarez,México,19.9791171,-98.8498286,,,,,,,,,
9518164626,Hotel Casa Celia,,Tula de Allende,México,19.9926868,-99.3233421,,,,,,,,,
9518169796,Hotel Real Home,,Tula de Allende,México,20.0344758,-99.3418416,,,,,,,,,
9518429435,Los Jacalitos,,,México,15.6657835,-96.5548895,,,,,,,,,
9518452161,2 Mares,,,México,15.6659667,-96.5588493,,,,,,,,,
9520846714,Bambú,,,México,15.6658565,-96.5428238,,,,,,,,,
9520846715,Un Sueño,,,México,15.6658592,-96.5429528,,,,,,,,,
